Plant,Region,State,Product,Industry,Month,Year,Production_Volume_Tons,Sales_Volume_Tons,Revenue_INR,Production_Cost_INR,Profit_INR,Customer_Count,Delivery_Time_Days,Customer_Satisfaction,Plant_Efficiency_Percent
Chennai,South,Tamil Nadu,Argon,Food & Beverage,Mar,2023,3411,2907,10694853,8099164,2595689,464,2,8.03,95.14
Hyderabad,South,Telangana,Helium,Healthcare,Apr,2024,1020,926,2706698,2173688,533010,212,10,8.07,93.46
Bengaluru,South,Karnataka,Oxygen,Chemical,Nov,2024,4917,4287,13019619,7253296,5766323,88,8,8.59,84.14
Dahej,West,Gujarat,Argon,Healthcare,Jun,2025,4431,4068,14864472,11438032,3426440,82,6,7.1,95.0
Bengaluru,South,Karnataka,Carbon Dioxide,Chemical,Jul,2022,4721,3792,9999504,7997008,2002496,145,1,7.67,83.86
Dahej,West,Gujarat,Helium,Healthcare,Sep,2022,3836,3739,11388994,7658211,3730783,362,4,8.74,83.77
Vadodara,West,Gujarat,Carbon Dioxide,Pharmaceutical,Oct,2025,950,897,3204084,2515709,688375,374,9,7.97,82.45
Chennai,South,Tamil Nadu,Nitrogen,Chemical,Jul,2025,3369,2985,6271485,4406835,1864650,263,7,9.19,98.75
Jamshedpur,East,Jharkhand,Carbon Dioxide,Chemical,Jan,2022,1449,1386,5385996,3569214,1816782,177,7,9.55,87.09
Chennai,South,Tamil Nadu,Argon,Chemical,Mar,2025,4353,3930,10984350,8072577,2911773,249,5,8.11,87.19
Pune,West,Maharashtra,Argon,Food & Beverage,Jun,2022,4907,4323,18078786,14330716,3748070,297,7,8.28,89.4
Vadodara,West,Gujarat,Helium,Chemical,Nov,2025,1275,1061,3079022,2044091,1034931,61,3,8.57,82.74
Bengaluru,South,Karnataka,Nitrogen,Steel,Aug,2024,1356,1152,2191104,1398711,792393,462,8,7.98,87.36
Hyderabad,South,Telangana,Nitrogen,Electronics,Oct,2025,567,557,1760677,1045985,714692,355,9,8.46,76.36
Bengaluru,South,Karnataka,Helium,Electronics,Oct,2022,2722,2220,4360080,2529521,1830559,62,3,9.27,90.17
Hazira,West,Gujarat,Helium,Chemical,Aug,2024,1283,1140,3960360,2983607,976753,230,2,9.58,92.81
Dahej,West,Gujarat,Argon,Pharmaceutical,Jan,2023,660,653,2711909,2132990,578919,264,2,8.77,84.85
Jamshedpur,East,Jharkhand,Argon,Chemical,Mar,2023,2808,2344,5459176,3297937,2161239,71,10,7.27,87.62
Hazira,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jun,2022,1450,1224,4866624,2677074,2189550,381,10,8.53,77.83
Hazira,West,Gujarat,Helium,Chemical,Jul,2024,1089,1000,3079000,1871035,1207965,450,7,7.01,80.72
Jamshedpur,East,Jharkhand,Helium,Healthcare,Jan,2024,1395,1317,4775442,3383989,1391453,433,7,9.02,89.52
Hyderabad,South,Telangana,Helium,Pharmaceutical,Jan,2023,3121,3058,9186232,5325791,3860441,155,6,8.26,80.39
Hyderabad,South,Telangana,Helium,Electronics,Feb,2025,3892,3709,11520154,8840673,2679481,301,5,8.74,98.44
Dahej,West,Gujarat,Hydrogen,Food & Beverage,Dec,2023,681,666,2336328,1494482,841846,304,3,8.07,79.66
Bengaluru,South,Karnataka,Helium,Electronics,Jul,2023,1630,1441,3435344,2019037,1416307,243,6,8.65,96.76
Hyderabad,South,Telangana,Hydrogen,Healthcare,Nov,2024,2595,2362,9823558,8075527,1748031,51,9,9.42,98.45
Hyderabad,South,Telangana,Helium,Food & Beverage,Jul,2023,4421,3982,15067888,11487365,3580523,232,7,9.3,82.65
Hyderabad,South,Telangana,Hydrogen,Steel,May,2024,654,552,2241120,1356434,884686,359,6,8.45,93.79
Vadodara,West,Gujarat,Argon,Electronics,Sep,2025,2440,2042,4043160,3021738,1021422,181,2,9.61,91.63
Chennai,South,Tamil Nadu,Carbon Dioxide,Chemical,Oct,2024,4007,3502,12799810,10492930,2306880,247,5,8.16,76.02
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Apr,2022,3295,3058,9855934,7683531,2172403,423,7,7.62,90.13
Dahej,West,Gujarat,Nitrogen,Steel,Aug,2024,1751,1625,4017000,3409988,607012,212,10,8.09,83.67
Jamshedpur,East,Jharkhand,Helium,Electronics,Feb,2022,1522,1374,4699080,3022617,1676463,446,5,7.32,93.52
Jamshedpur,East,Jharkhand,Nitrogen,Electronics,Jun,2025,890,761,2059266,1535563,523703,126,9,8.91,77.56
Jamshedpur,East,Jharkhand,Hydrogen,Electronics,Dec,2023,1417,1287,3368079,2033991,1334088,433,5,7.1,82.82
Pune,West,Maharashtra,Nitrogen,Food & Beverage,Oct,2024,2603,2098,3975710,3303184,672526,205,4,7.07,83.49
Jamshedpur,East,Jharkhand,Argon,Chemical,Sep,2022,2415,2149,6238547,4587140,1651407,370,1,8.97,92.32
Jamshedpur,East,Jharkhand,Helium,Chemical,Aug,2023,565,510,2071110,1491457,579653,165,6,7.31,77.69
Dahej,West,Gujarat,Hydrogen,Steel,Nov,2025,1562,1440,3742560,2894048,848512,371,6,9.35,89.33
Pune,West,Maharashtra,Oxygen,Steel,Oct,2025,3024,2703,10928229,6785640,4142589,224,1,9.18,90.98
Jamshedpur,East,Jharkhand,Nitrogen,Steel,May,2024,3862,3743,14837252,11450959,3386293,281,7,7.2,97.86
Bengaluru,South,Karnataka,Nitrogen,Pharmaceutical,Apr,2023,1946,1910,4156160,2620063,1536097,140,6,9.1,90.17
Vadodara,West,Gujarat,Helium,Chemical,Nov,2022,3914,3185,10838555,6164371,4674184,314,5,8.27,94.58
Chennai,South,Tamil Nadu,Hydrogen,Chemical,Oct,2024,1163,989,3175679,2076913,1098766,378,10,8.23,98.65
Chennai,South,Tamil Nadu,Argon,Electronics,Apr,2025,3345,3015,8182710,5240176,2942534,98,3,9.27,87.84
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Nov,2024,3663,3244,12648356,9562096,3086260,285,8,8.27,81.73
Chennai,South,Tamil Nadu,Hydrogen,Electronics,Jul,2024,902,817,1732857,1385795,347062,242,1,9.58,75.83
Hazira,West,Gujarat,Hydrogen,Steel,Sep,2022,1754,1577,3444168,2220408,1223760,227,7,8.52,91.44
Hyderabad,South,Telangana,Helium,Healthcare,Apr,2025,3903,3145,6139040,4144390,1994650,52,1,9.5,82.32
Pune,West,Maharashtra,Carbon Dioxide,Steel,Mar,2022,4085,3338,11636268,7588775,4047493,152,1,8.73,88.24
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Jan,2025,1360,1323,2923830,2309008,614822,299,1,7.04,78.34
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Dec,2022,1297,1283,2939353,1973684,965669,211,8,9.58,83.71
Vadodara,West,Gujarat,Carbon Dioxide,Healthcare,Jun,2025,3067,2859,8525538,5790014,2735524,182,3,7.35,87.03
Hazira,West,Gujarat,Helium,Steel,Feb,2025,4709,4365,13068810,10524852,2543958,256,2,9.47,86.66
Chennai,South,Tamil Nadu,Argon,Pharmaceutical,Sep,2024,2769,2715,6347670,5301223,1046447,76,5,7.83,86.18
Bengaluru,South,Karnataka,Oxygen,Healthcare,Aug,2022,4548,4137,12824700,8641541,4183159,395,6,8.53,76.86
Dahej,West,Gujarat,Hydrogen,Pharmaceutical,Jan,2024,1513,1244,2366088,1756743,609345,120,5,9.77,81.31
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Dec,2025,4003,3431,12814785,7499084,5315701,183,6,8.33,98.87
Bengaluru,South,Karnataka,Nitrogen,Chemical,Dec,2023,1989,1869,5990145,3779455,2210690,134,3,9.04,76.51
Bengaluru,South,Karnataka,Carbon Dioxide,Food & Beverage,Mar,2024,3017,2617,5451211,3984690,1466521,67,10,9.16,78.64
Bengaluru,South,Karnataka,Argon,Chemical,Dec,2022,4722,4196,7917852,5468655,2449197,230,6,8.27,82.91
Jamshedpur,East,Jharkhand,Carbon Dioxide,Electronics,Apr,2024,2070,1745,4468945,2668730,1800215,320,3,7.65,92.66
Hyderabad,South,Telangana,Nitrogen,Pharmaceutical,May,2022,4640,4385,18031120,10920641,7110479,293,3,7.18,78.18
Dahej,West,Gujarat,Carbon Dioxide,Food & Beverage,Feb,2024,1406,1359,2968056,2246140,721916,197,10,8.51,84.63
Hyderabad,South,Telangana,Carbon Dioxide,Food & Beverage,Jul,2025,676,607,1195790,1003248,192542,403,1,7.15,89.09
Hyderabad,South,Telangana,Carbon Dioxide,Pharmaceutical,Feb,2023,3223,3129,11611719,8824317,2787402,486,6,8.41,86.32
Pune,West,Maharashtra,Helium,Food & Beverage,Apr,2024,2076,1793,5370035,3703309,1666726,225,6,7.05,84.89
Pune,West,Maharashtra,Carbon Dioxide,Chemical,Mar,2024,679,564,2142072,1349552,792520,393,10,9.46,97.01
Hazira,West,Gujarat,Hydrogen,Steel,Jan,2025,2440,2309,6578341,4633149,1945192,254,8,7.12,90.83
Hyderabad,South,Telangana,Argon,Healthcare,Feb,2022,2852,2551,7732081,5252963,2479118,110,5,9.82,89.44
Dahej,West,Gujarat,Hydrogen,Food & Beverage,Dec,2023,2329,1876,6305236,4461750,1843486,129,6,7.52,98.14
Pune,West,Maharashtra,Carbon Dioxide,Steel,Sep,2025,1536,1509,4427406,3143508,1283898,453,4,7.88,97.94
Pune,West,Maharashtra,Oxygen,Healthcare,Sep,2023,918,861,3611895,2146422,1465473,380,9,7.14,98.14
Vadodara,West,Gujarat,Oxygen,Electronics,Feb,2025,2538,2414,4687988,2898593,1789395,455,9,8.55,85.66
Hazira,West,Gujarat,Oxygen,Chemical,Nov,2025,2774,2383,9274636,5845062,3429574,345,4,7.33,98.2
Vadodara,West,Gujarat,Oxygen,Food & Beverage,Jul,2022,3341,3105,9224955,7701353,1523602,344,9,7.52,79.54
Chennai,South,Tamil Nadu,Argon,Food & Beverage,Oct,2023,2846,2586,8014014,4867347,3146667,214,7,7.78,88.6
Bengaluru,South,Karnataka,Argon,Food & Beverage,Jan,2024,2627,2600,10769200,6212990,4556210,361,10,8.91,80.03
Vadodara,West,Gujarat,Helium,Electronics,Nov,2024,3314,3066,8158626,5829231,2329395,232,6,8.7,80.17
Hazira,West,Gujarat,Nitrogen,Healthcare,Dec,2025,4221,3832,12009488,6779419,5230069,358,5,7.06,75.77
Hazira,West,Gujarat,Argon,Electronics,Mar,2023,3636,3149,12129948,8141026,3988922,408,8,9.08,88.0
Vadodara,West,Gujarat,Helium,Steel,Aug,2023,2433,2171,6230770,3758086,2472684,196,2,8.89,97.72
Chennai,South,Tamil Nadu,Nitrogen,Chemical,Mar,2024,2211,1900,5312400,3568900,1743500,407,8,7.54,77.76
Pune,West,Maharashtra,Helium,Electronics,Jul,2024,3960,3668,9720200,7876953,1843247,65,1,7.54,84.02
Pune,West,Maharashtra,Nitrogen,Chemical,Aug,2024,1182,1167,3986472,2345616,1640856,408,7,9.43,75.49
Hyderabad,South,Telangana,Argon,Chemical,Jan,2022,2305,2069,6351830,5290043,1061787,375,3,9.71,83.47
Hazira,West,Gujarat,Oxygen,Healthcare,Oct,2024,2762,2604,8215620,6906114,1309506,149,2,8.75,89.19
Chennai,South,Tamil Nadu,Carbon Dioxide,Electronics,Jun,2025,3422,3246,6206352,4897557,1308795,127,3,7.78,89.16
Vadodara,West,Gujarat,Nitrogen,Electronics,Mar,2024,2837,2279,7144665,4392610,2752055,321,2,9.2,81.67
Hyderabad,South,Telangana,Oxygen,Steel,Sep,2023,2859,2740,9203660,6458928,2744732,252,4,7.02,80.25
Hazira,West,Gujarat,Nitrogen,Food & Beverage,Dec,2022,1632,1574,4399330,3342127,1057203,215,6,8.16,93.47
Jamshedpur,East,Jharkhand,Argon,Healthcare,Jan,2024,4112,3799,9691249,6840435,2850814,93,4,8.19,81.53
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Mar,2024,616,556,2092228,1546464,545764,373,6,9.46,75.63
Bengaluru,South,Karnataka,Argon,Chemical,Oct,2022,3321,2659,7474449,4659001,2815448,211,9,8.31,84.99
Jamshedpur,East,Jharkhand,Hydrogen,Healthcare,May,2024,2906,2771,10261013,7257266,3003747,386,2,7.95,79.78
Vadodara,West,Gujarat,Argon,Food & Beverage,Nov,2022,2790,2630,4870760,4076065,794695,240,2,8.27,76.43
Vadodara,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jan,2025,705,612,1546524,901133,645391,299,9,7.23,93.0
Dahej,West,Gujarat,Oxygen,Food & Beverage,Nov,2023,1085,879,1668342,1346361,321981,391,4,8.27,86.79
Hazira,West,Gujarat,Argon,Healthcare,Nov,2022,1147,1122,4334286,3424731,909555,397,7,8.94,75.01
Vadodara,West,Gujarat,Nitrogen,Pharmaceutical,Apr,2024,668,542,1085626,786614,299012,320,2,8.29,77.26
Chennai,South,Tamil Nadu,Carbon Dioxide,Healthcare,Apr,2025,1184,1168,2358192,1936039,422153,225,8,7.68,82.67
Hyderabad,South,Telangana,Hydrogen,Steel,Nov,2022,4730,4611,12869301,8116369,4752932,402,7,8.31,78.88
Vadodara,West,Gujarat,Helium,Electronics,Nov,2022,769,650,2013050,1455717,557333,331,5,8.56,97.38
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Feb,2025,1035,1001,3392389,2573883,818506,158,5,8.42,81.55
Hazira,West,Gujarat,Helium,Healthcare,May,2024,3381,3159,11280789,7676950,3603839,278,1,9.01,83.33
Jamshedpur,East,Jharkhand,Hydrogen,Healthcare,Feb,2023,2659,2548,5753384,3724483,2028901,161,8,9.56,82.96
Jamshedpur,East,Jharkhand,Oxygen,Steel,Apr,2022,1546,1441,5262532,3236511,2026021,309,5,9.15,79.61
Hazira,West,Gujarat,Oxygen,Healthcare,Jun,2023,4259,3574,10400340,8502939,1897401,453,9,8.18,92.19
Dahej,West,Gujarat,Oxygen,Steel,May,2022,901,736,1697952,1040410,657542,81,9,9.33,90.26
Chennai,South,Tamil Nadu,Helium,Steel,Mar,2024,2737,2464,4708704,3085010,1623694,279,7,8.6,89.76
Dahej,West,Gujarat,Nitrogen,Chemical,Nov,2024,711,674,2490430,1601602,888828,304,8,7.46,85.51
Dahej,West,Gujarat,Hydrogen,Electronics,Sep,2024,4782,4035,7585800,6399315,1186485,59,9,9.09,98.69
Hyderabad,South,Telangana,Argon,Electronics,May,2024,1482,1365,5050500,4152801,897699,87,10,8.46,76.8
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,Dec,2024,4546,4378,15314244,10885056,4429188,380,10,8.87,76.5
Vadodara,West,Gujarat,Nitrogen,Pharmaceutical,Dec,2024,2459,2227,8413606,4701139,3712467,290,9,9.71,88.81
Chennai,South,Tamil Nadu,Nitrogen,Food & Beverage,May,2022,2068,1817,6846456,5453649,1392807,287,4,7.29,93.84
Jamshedpur,East,Jharkhand,Argon,Chemical,Nov,2023,3320,2852,10087524,8240719,1846805,316,7,7.69,77.7
Pune,West,Maharashtra,Argon,Healthcare,May,2023,2607,2527,9061822,5185648,3876174,206,3,9.01,88.75
Hazira,West,Gujarat,Helium,Food & Beverage,Dec,2022,1928,1835,3315845,2402745,913100,355,9,8.78,79.8
Hyderabad,South,Telangana,Carbon Dioxide,Pharmaceutical,Dec,2023,3774,3076,8046816,4515265,3531551,106,7,7.08,87.75
Hyderabad,South,Telangana,Carbon Dioxide,Chemical,Feb,2025,2019,1691,3463168,2628072,835096,272,8,8.3,84.04
Dahej,West,Gujarat,Hydrogen,Electronics,Feb,2023,3591,3467,12210774,8367601,3843173,264,8,8.87,85.4
Dahej,West,Gujarat,Argon,Electronics,Jan,2025,4019,3953,12151522,9349875,2801647,357,3,9.75,80.53
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Jun,2022,2262,1845,3632805,2345947,1286858,141,6,9.7,97.53
Hazira,West,Gujarat,Carbon Dioxide,Chemical,Aug,2023,1391,1186,4338388,3005251,1333137,189,7,7.19,80.55
Chennai,South,Tamil Nadu,Nitrogen,Pharmaceutical,Jun,2022,3821,3148,10004344,6445603,3558741,241,6,9.67,82.03
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Mar,2025,4037,3949,12218206,10023168,2195038,387,3,8.44,94.92
Hyderabad,South,Telangana,Argon,Electronics,Mar,2024,2151,1820,5676580,3744527,1932053,295,2,8.3,81.33
Hazira,West,Gujarat,Hydrogen,Electronics,Sep,2023,4162,3440,10839440,7404620,3434820,424,6,9.88,93.14
Bengaluru,South,Karnataka,Argon,Steel,Jul,2025,2643,2430,5166180,3563690,1602490,390,1,9.87,77.62
Chennai,South,Tamil Nadu,Carbon Dioxide,Chemical,Oct,2022,3816,3348,10991484,7890412,3101072,298,7,7.09,93.72
Vadodara,West,Gujarat,Nitrogen,Electronics,May,2022,4083,3682,9753618,6579110,3174508,155,5,9.79,96.04
Hazira,West,Gujarat,Carbon Dioxide,Chemical,Feb,2025,2455,2392,4934696,4044680,890016,446,10,9.48,97.83
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Aug,2025,3596,3309,11349870,7260349,4089521,332,4,7.71,86.25
Bengaluru,South,Karnataka,Helium,Chemical,Jul,2023,3002,2669,7553270,5510609,2042661,175,9,9.2,80.97
Vadodara,West,Gujarat,Oxygen,Steel,Apr,2022,1247,1191,3229992,2024464,1205528,485,6,7.1,83.69
Vadodara,West,Gujarat,Oxygen,Steel,May,2025,1791,1690,4743830,2851234,1892596,212,5,8.04,75.9
Hyderabad,South,Telangana,Helium,Healthcare,Aug,2024,4571,4385,10449455,7200657,3248798,459,10,8.44,88.62
Pune,West,Maharashtra,Carbon Dioxide,Steel,Oct,2025,1870,1812,3841440,3074909,766531,379,7,9.24,82.46
Hazira,West,Gujarat,Carbon Dioxide,Steel,Nov,2025,4787,4074,10189074,7012970,3176104,96,6,9.5,84.39
Jamshedpur,East,Jharkhand,Carbon Dioxide,Pharmaceutical,Mar,2023,815,668,2474940,1777407,697533,117,3,7.97,75.74
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,May,2022,2645,2416,8789408,5804083,2985325,192,3,7.01,92.32
Hazira,West,Gujarat,Carbon Dioxide,Healthcare,Mar,2025,1497,1433,4278938,2488657,1790281,277,4,8.84,82.61
Hazira,West,Gujarat,Nitrogen,Chemical,May,2022,1896,1854,5035464,3238768,1796696,299,1,8.49,86.32
Dahej,West,Gujarat,Oxygen,Steel,Aug,2023,2922,2834,10868390,7448647,3419743,378,7,8.49,98.26
Chennai,South,Tamil Nadu,Hydrogen,Chemical,Jul,2022,1149,1057,2777796,1745966,1031830,372,1,9.59,76.73
Dahej,West,Gujarat,Helium,Pharmaceutical,Dec,2025,2107,1699,4218617,2968963,1249654,121,10,7.11,98.71
Chennai,South,Tamil Nadu,Carbon Dioxide,Food & Beverage,Oct,2023,3279,3097,5676801,3610127,2066674,394,8,7.83,86.64
Chennai,South,Tamil Nadu,Nitrogen,Food & Beverage,May,2023,788,654,1820736,1158235,662501,324,8,8.33,86.03
Hazira,West,Gujarat,Carbon Dioxide,Chemical,Aug,2024,4330,3671,8149620,5950331,2199289,306,3,7.36,75.93
Hazira,West,Gujarat,Helium,Chemical,Oct,2024,1129,1012,1835768,1333204,502564,193,4,8.57,83.53
Dahej,West,Gujarat,Nitrogen,Pharmaceutical,Oct,2023,1273,1138,2241860,1450294,791566,71,10,7.57,77.09
Dahej,West,Gujarat,Argon,Chemical,Sep,2023,1560,1536,4635648,3690834,944814,164,3,7.17,94.22
Hyderabad,South,Telangana,Helium,Pharmaceutical,Aug,2025,3898,3512,14451880,9978504,4473376,465,2,7.26,95.61
Hazira,West,Gujarat,Oxygen,Food & Beverage,Sep,2025,4151,3651,8207448,5328515,2878933,482,7,7.94,86.72
Hazira,West,Gujarat,Nitrogen,Electronics,Feb,2025,2857,2337,6679146,4366143,2313003,245,5,8.7,92.61
Chennai,South,Tamil Nadu,Argon,Pharmaceutical,Oct,2025,2279,1832,4766864,2695266,2071598,211,6,8.15,92.36
Chennai,South,Tamil Nadu,Oxygen,Electronics,Dec,2022,3681,3569,8783309,5914898,2868411,225,3,9.23,87.47
Bengaluru,South,Karnataka,Argon,Electronics,Oct,2024,3713,3326,12392676,6865855,5526821,343,4,8.23,95.39
Hazira,West,Gujarat,Nitrogen,Electronics,Jun,2025,1505,1229,2247841,1548854,698987,456,4,7.9,75.61
Hyderabad,South,Telangana,Oxygen,Chemical,Jan,2023,1056,980,3281040,2494032,787008,157,8,8.62,91.72
Pune,West,Maharashtra,Carbon Dioxide,Steel,Sep,2025,4814,4061,12475392,10530071,1945321,67,3,7.49,97.67
Pune,West,Maharashtra,Hydrogen,Steel,Dec,2024,519,444,1509156,978522,530634,184,2,9.87,77.55
Jamshedpur,East,Jharkhand,Oxygen,Electronics,Apr,2022,2230,2048,8046592,4625813,3420779,208,5,9.3,88.06
Hazira,West,Gujarat,Oxygen,Healthcare,Mar,2022,1971,1881,4651713,3060470,1591243,193,1,7.93,94.31
Vadodara,West,Gujarat,Hydrogen,Healthcare,Jul,2022,4207,3674,7814598,5616966,2197632,493,3,9.8,85.78
Hazira,West,Gujarat,Hydrogen,Pharmaceutical,Nov,2022,1601,1500,3790500,3110085,680415,173,9,8.82,90.86
Hazira,West,Gujarat,Oxygen,Steel,Nov,2022,2985,2687,8095931,4485162,3610769,53,9,8.51,79.34
Vadodara,West,Gujarat,Nitrogen,Pharmaceutical,Aug,2022,4935,4882,16447458,10086784,6360674,298,2,7.19,98.13
Hazira,West,Gujarat,Carbon Dioxide,Chemical,May,2022,953,845,2090530,1501541,588989,412,7,9.46,79.34
Jamshedpur,East,Jharkhand,Argon,Chemical,Dec,2025,4971,4375,17018750,9474200,7544550,355,10,8.79,98.82
Dahej,West,Gujarat,Nitrogen,Chemical,Nov,2025,4946,4640,11238080,7411145,3826935,460,6,7.78,81.15
Jamshedpur,East,Jharkhand,Carbon Dioxide,Pharmaceutical,Aug,2022,3373,3200,7360000,4540967,2819033,122,10,9.17,98.64
Pune,West,Maharashtra,Nitrogen,Electronics,Jul,2022,2955,2472,6276408,3462816,2813592,158,8,8.22,75.12
Hyderabad,South,Telangana,Argon,Food & Beverage,Jun,2025,1235,1206,3106656,2121544,985112,245,8,8.71,88.55
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,Jun,2025,2813,2278,6091372,4591534,1499838,162,7,7.21,92.29
Hyderabad,South,Telangana,Hydrogen,Healthcare,Oct,2022,587,581,2090438,1746601,343837,264,5,7.07,75.24
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Jan,2024,1157,1101,2419998,1996180,423818,130,8,7.42,96.63
Vadodara,West,Gujarat,Argon,Steel,Mar,2025,1698,1591,6344908,4798425,1546483,377,5,8.89,96.64
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Apr,2025,1708,1436,3001240,1658348,1342892,89,5,7.42,87.05
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Sep,2022,2281,2227,5747887,3223508,2524379,219,3,9.38,91.05
Hazira,West,Gujarat,Oxygen,Electronics,Jun,2022,1000,878,3404006,2004363,1399643,368,8,7.24,87.7
Pune,West,Maharashtra,Helium,Pharmaceutical,Aug,2025,2228,2122,8326728,5185082,3141646,352,5,7.35,87.26
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Feb,2025,3108,3002,6403266,4311906,2091360,236,8,7.96,89.57
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,Apr,2023,1084,1051,3908669,3176307,732362,82,9,7.31,75.91
